Perturb Freq,Filter Size,Mu,Psi,Is SVD,Overshoot,Convergence Time
13.5,200,0.08,0.01,True,1000.0,90.0
13.5,200,0.08,0.01,False,1000.0,90.0
13.5,200,0.08,0.1,True,1000.0,90.0
13.5,200,0.08,0.1,False,1000.0,90.0
13.5,200,0.09,0.0001,True,1000.0,90.0
13.5,200,0.09,0.0001,False,1000.0,90.0
13.5,200,0.09,0.001,True,1000.0,90.0
13.5,200,0.09,0.001,False,1000.0,90.0
13.5,200,0.09,0.01,True,1000.0,90.0
13.5,200,0.09,0.01,False,1000.0,90.0
13.5,200,0.09,0.1,True,1000.0,90.0
13.5,200,0.09,0.1,False,1000.0,90.0
13.5,200,0.1,0.0001,True,1000.0,90.0
13.5,200,0.1,0.0001,False,1000.0,90.0
13.5,200,0.1,0.001,True,1000.0,90.0
13.5,200,0.1,0.001,False,1000.0,90.0
13.5,200,0.1,0.01,True,1000.0,90.0
13.5,200,0.1,0.01,False,1000.0,90.0
13.5,200,0.1,0.1,True,1000.0,90.0
13.5,200,0.1,0.1,False,1000.0,90.0
13.5,400,0.001,0.0001,True,0.9981395563973546,6.471884452813555
13.5,400,0.001,0.0001,False,1.01136778522539,7.873354834832426
13.5,400,0.001,0.001,True,0.9981395563973546,6.471884452813555
13.5,400,0.001,0.001,False,1.01136778522539,7.873354834832426
13.5,400,0.001,0.01,True,0.9981395563973546,6.471884452813555
13.5,400,0.001,0.01,False,1.01136778522539,7.873354834832426
13.5,400,0.001,0.1,True,0.9981395563973546,6.471884452813555
13.5,400,0.001,0.1,False,1.01136778522539,7.873354834832426
13.5,400,0.002,0.0001,True,0.9971836771471208,3.10402852621246
13.5,400,0.002,0.0001,False,1.0238293157781864,5.022336184619078
13.5,400,0.002,0.001,True,0.9971836771471208,3.10402852621246
13.5,400,0.002,0.001,False,1.0238293157781864,5.022336184619078
13.5,400,0.002,0.01,True,0.9971836771471208,3.10402852621246
13.5,400,0.002,0.01,False,1.0238293157781864,5.022336184619078
13.5,400,0.002,0.1,True,0.9971836771471208,3.10402852621246
13.5,400,0.002,0.1,False,1.0238293157781864,5.022336184619078
13.5,400,0.003,0.0001,True,0.9972315876474982,1.954967046615515
13.5,400,0.003,0.0001,False,1.0373130379213191,15.801398265189604
13.5,400,0.003,0.001,True,0.9972315876474982,1.954967046615515
13.5,400,0.003,0.001,False,1.0373130379213191,15.801398265189604
13.5,400,0.003,0.01,True,0.9972315876474982,1.954967046615515
13.5,400,0.003,0.01,False,1.0373130379213191,15.801398265189604
13.5,400,0.003,0.1,True,0.9972315876474982,1.954967046615515
13.5,400,0.003,0.1,False,1.0373130379213191,15.801398265189604
13.5,400,0.004,0.0001,True,0.9972793568476789,1.6929425669584717
13.5,400,0.004,0.0001,False,1.051772582825827,36.32584787355515
13.5,400,0.004,0.001,True,0.9972793568476789,1.6929425669584717
13.5,400,0.004,0.001,False,1.051772582825827,36.32584787355515
13.5,400,0.004,0.01,True,0.9972793568476789,1.6929425669584717
13.5,400,0.004,0.01,False,1.051772582825827,36.32584787355515
13.5,400,0.004,0.1,True,0.9972793568476789,1.6929425669584717
13.5,400,0.004,0.1,False,1.051772582825827,36.32584787355515
13.5,400,0.005,0.0001,True,0.9973269848060561,3.4694204611470525
13.5,400,0.005,0.0001,False,1.2204221491579095,46.34287545824235
13.5,400,0.005,0.001,True,0.9973269848060561,3.4694204611470525
13.5,400,0.005,0.001,False,1.2204221491579095,46.34287545824235
13.5,400,0.005,0.01,True,0.9973269848060561,3.4694204611470525
13.5,400,0.005,0.01,False,1.2204221491579095,46.34287545824235
13.5,400,0.005,0.1,True,0.9973269848060561,3.4694204611470525
13.5,400,0.005,0.1,False,1.2204221491579095,46.34287545824235
13.5,400,0.006,0.0001,True,0.9973744715809835,13.354233858851337
13.5,400,0.006,0.0001,False,2.9517753178651103,77.65600272441354
13.5,400,0.006,0.001,True,0.9973744715809835,13.354233858851337
13.5,400,0.006,0.001,False,2.9517753178651103,77.65600272441354
13.5,400,0.006,0.01,True,0.9973744715809835,13.354233858851337
13.5,400,0.006,0.01,False,2.9517753178651103,77.65600272441354
13.5,400,0.006,0.1,True,0.9973744715809835,13.354233858851337
13.5,400,0.006,0.1,False,2.9517753178651103,77.65600272441354
13.5,400,0.007,0.0001,True,0.9974218172310331,12.306135940223157
13.5,400,0.007,0.0001,False,9.25148623617744,89.94471043089804
13.5,400,0.007,0.001,True,0.9974218172310331,12.306135940223157
13.5,400,0.007,0.001,False,9.25148623617744,89.94471043089804
13.5,400,0.007,0.01,True,0.9974218172310331,12.306135940223157
13.5,400,0.007,0.01,False,9.25148623617744,89.94471043089804
13.5,400,0.007,0.1,True,0.9974218172310331,12.306135940223157
13.5,400,0.007,0.1,False,9.25148623617744,89.94471043089804
13.5,400,0.008,0.0001,True,0.9974690218147768,54.213225425188796
13.5,400,0.008,0.0001,False,22.553580595766018,90.0
13.5,400,0.008,0.001,True,0.9974690218147768,54.213225425188796
13.5,400,0.008,0.001,False,22.553580595766018,90.0
13.5,400,0.008,0.01,True,0.9974690218147768,54.213225425188796
13.5,400,0.008,0.01,False,22.553580595766018,90.0
13.5,400,0.008,0.1,True,0.9974690218147768,54.213225425188796
13.5,400,0.008,0.1,False,22.553580595766018,90.0
13.5,400,0.009000000000000001,0.0001,True,2.9429771541264516,29.998798052845608
13.5,400,0.009000000000000001,0.0001,False,44.61307938307487,90.0
13.5,400,0.009000000000000001,0.001,True,2.9429771541264516,29.998798052845608
13.5,400,0.009000000000000001,0.001,False,44.61307938307487,90.0
13.5,400,0.009000000000000001,0.01,True,2.9429771541264516,29.998798052845608
13.5,400,0.009000000000000001,0.01,False,44.61307938307487,90.0
13.5,400,0.009000000000000001,0.1,True,2.9429771541264516,29.998798052845608
13.5,400,0.009000000000000001,0.1,False,44.61307938307487,90.0
13.5,400,0.01,0.0001,True,75.03742755660495,61.482601814940196
13.5,400,0.01,0.0001,False,352.2557415878094,90.0
13.5,400,0.01,0.001,True,75.03742755660495,61.482601814940196
13.5,400,0.01,0.001,False,352.2557415878094,90.0
13.5,400,0.01,0.01,True,75.03742755660495,61.482601814940196
13.5,400,0.01,0.01,False,352.2557415878094,90.0
13.5,400,0.01,0.1,True,75.03742755660495,61.482601814940196
13.5,400,0.01,0.1,False,352.2557415878094,90.0
13.5,400,0.01,0.0001,True,75.03742755660495,61.482601814940196
